R,2,1.68,5.21,1.18,15,1129205226,sim

R,1,1,6.1,2.04,15,1129205226,sim

R,2,1.24,5.34,1.04,15,1129205226,sim

R,1,0.37,5.25,2.56,15,1129205227,sim

R,2,0.8,5.47,0.9,15,1129205227,sim

R,1,-0.26,4.4,3.08,15,1129205227,sim

R,2,0.36,5.6,0.76,15,1129205227,sim

R,1,0.37,3.55,3.6,15,1129205228,sim

R,2,-0.08,5.73,0.62,15,1129205228,sim

R,1,1,2.7,4.12,15,1129205228,sim

R,2,0.36,5.86,0.48,15,1129205228,sim

R,1,1.63,1.85,4.64,15,1129205229,sim

R,2,0.8,5.99,0.34,15,1129205229,sim

R,1,2.26,1,5.16,15,1129205229,sim

R,2,1.24,6.12,0.2,15,1129205229,sim

R,1,2.89,0.15,5.68,15,1129205230,sim

R,2,1.68,6.25,0.06,15,1129205230,sim

R,1,3.52,-0.7,6.2,15,1129205230,sim

R,2,2.12,6.38,-0.08,15,1129205230,sim

R,1,4.15,0.15,5.68,15,1129205231,sim

R,2,2.56,6.51,0.06,15,1129205231,sim

R,1,4.78,1,5.16,15,1129205231,sim

R,2,3,6.64,0.2,15,1129205231,sim

R,1,5.41,1.85,4.64,15,1129205232,sim

R,2,3.44,6.77,0.34,15,1129205232,sim

R,1,6.04,2.7,4.12,15,1129205232,sim

R,2,3.88,6.9,0.48,15,1129205232,sim

R,1,6.67,3.55,3.6,15,1129205233,sim

R,2,4.32,7.03,0.62,15,1129205233,sim

R,1,7.3,4.4,3.08,15,1129205233,sim

R,2,4.76,7.16,0.76,15,1129205233,sim

R,1,7.93,5.25,2.56,15,1129205234,sim

R,2,5.2,7.29,0.9,15,1129205234,sim

R,1,8.56,6.1,2.04,15,1129205234,sim

R,2,5.64,7.42,1.04,15,1129205234,sim

R,1,9.19,6.95,1.52,15,1129205235,sim

R,2,6.08,7.55,1.18,15,1129205235,sim

R,1,8.56,7.8,1,15,1129205235,sim

R,2,6.52,7.68,1.32,15,1129205235,sim

R,1,7.93,8.65,0.48,15,1129205236,sim

R,2,6.96,7.81,1.46,15,1129205236,sim

R,1,7.3,9.5,-0.04,15,1129205236,sim

R,2,7.4,7.94,1.6,15,1129205236,sim

R,1,6.67,10.35,0.48,15,1129205237,sim

R,2,7.84,8.07,1.74,15,1129205237,sim

R,1,6.04,11.2,1,15,1129205237,sim

R,2,8.28,8.2,1.88,15,1129205237,sim

R,1,5.41,10.35,1.52,15,1129205238,sim

R,2,8.72,8.33,2.02,15,1129205238,sim

R,1,4.78,9.5,2.04,15,1129205238,sim

R,2,9.16,8.46,2.16,15,1129205238,sim

R,1,4.15,8.65,2.56,15,1129205239,sim

R,2,8.72,8.59,2.3,15,1129205239,sim

R,1,3.52,7.8,3.08,15,1129205239,sim

R,2,8.28,8.72,2.44,15,1129205239,sim

R,1,2.89,6.95,3.6,15,1129205240,sim

R,2,7.84,8.85,2.58,15,1129205240,sim

R,1,2.26,6.1,4.12,15,1129205240,sim

R,2,7.4,8.98,2.72,15,1129205240,sim

R,1,1.63,5.25,4.64,15,1129205241,sim

R,2,6.96,9.11,2.86,15,1129205241,sim

R,1,1,4.4,5.16,15,1129205241,sim

R,2,6.52,9.24,3,15,1129205241,sim

R,1,0.37,3.55,5.68,15,1129205242,sim

R,2,6.08,9.37,3.14,15,1129205242,sim

R,1,-0.26,2.7,6.2,15,1129205242,sim

R,2,5.64,9.5,3.28,15,1129205242,sim

R,1,0.37,1.85,5.68,15,1129205243,sim

R,2,5.2,9.63,3.42,15,1129205243,sim

R,1,1,1,5.16,15,1129205243,sim

R,2,4.76,9.76,3.56,15,1129205243,sim

R,1,1.63,0.15,4.64,15,1129205244,sim

R,2,4.32,9.89,3.7,15,1129205244,sim

R,1,2.26,-0.7,4.12,15,1129205244,sim

R,2,3.88,10.02,3.84,15,1129205244,sim

R,1,2.89,0.15,3.6,15,1129205245,sim

R,2,3.44,10.15,3.98,15,1129205245,sim

R,1,3.52,1,3.08,15,1129205245,sim

R,2,3,10.28,4.12,15,1129205245,sim

R,1,4.15,1.85,2.56,15,1129205246,sim

R,2,2.56,10.41,4.26,15,1129205246,sim

R,1,4.78,2.7,2.04,15,1129205246,sim

R,2,2.12,10.54,4.4,15,1129205246,sim

R,1,5.41,3.55,1.52,15,1129205247,sim

R,2,1.68,10.67,4.54,15,1129205247,sim

R,1,6.04,4.4,1,15,1129205247,sim

R,2,1.24,10.8,4.68,15,1129205247,sim

R,1,6.67,5.25,0.48,15,1129205248,sim

R,2,0.8,10.93,4.82,15,1129205248,sim

R,1,7.3,6.1,-0.04,15,1129205248,sim

R,2,0.36,11.06,4.96,15,1129205248,sim

R,1,7.93,6.95,0.48,15,1129205249,sim

R,2,-0.08,10.93,5.1,15,1129205249,sim

R,1,8.56,7.8,1,15,1129205249,sim

R,2,0.36,10.8,5.24,15,1129205249,sim

R,1,9.19,8.65,1.52,15,1129205250,sim

R,2,0.8,10.67,5.38,15,1129205250,sim

R,1,8.56,9.5,2.04,15,1129205250,sim

R,2,1.24,10.54,5.52,15,1129205250,sim

R,1,7.93,10.35,2.56,15,1129205251,sim

R,2,1.68,10.41,5.66,15,1129205251,sim

R,1,7.3,11.2,3.08,15,1129205251,sim

R,2,2.12,10.28,5.8,15,1129205251,sim

R,1,6.67,10.35,3.6,15,1129205252,sim

R,2,2.56,10.15,5.94,15,1129205252,sim

R,1,6.04,9.5,4.12,15,1129205252,sim

R,2,3,10.02,6.08,15,1129205252,sim

R,1,5.41,8.65,4.64,15,1129205253,sim

R,2,3.44,9.89,5.94,15,1129205253,sim

R,1,4.78,7.8,5.16,15,1129205253,sim

R,2,3.88,9.76,5.8,15,1129205253,sim

R,1,4.15,6.95,5.68,15,1129205254,sim

R,2,4.32,9.63,5.66,15,1129205254,sim

R,1,3.52,6.1,6.2,15,1129205254,sim

R,2,4.76,9.5,5.52,15,1129205254,sim

R,1,2.89,5.25,5.68,15,1129205255,sim

R,2,5.2,9.37,5.38,15,1129205255,sim

R,1,2.26,4.4,5.16,15,1129205255,sim

R,2,5.64,9.24,5.24,15,1129205255,sim

R,1,1.63,3.55,4.64,15,1129205256,sim

R,2,6.08,9.11,5.1,15,1129205256,sim

R,1,1,2.7,4.12,15,1129205256,sim

R,2,6.52,8.98,4.96,15,1129205256,sim

R,1,0.37,1.85,3.6,15,1129205257,sim

R,2,6.96,8.85,4.82,15,1129205257,sim

R,1,-0.26,1,3.08,15,1129205257,sim

R,2,7.4,8.72,4.68,15,1129205257,sim

R,1,0.37,0.15,2.56,15,1129205258,sim

R,2,7.84,8.59,4.54,15,1129205258,sim

R,1,1,-0.7,2.04,15,1129205258,sim

R,2,8.28,8.46,4.4,15,1129205258,sim

R,1,1.63,0.15,1.52,15,1129205259,sim

R,2,8.72,8.33,4.26,15,1129205259,sim

R,1,2.26,1,1,15,1129205259,sim

R,2,9.16,8.2,4.12,15,1129205259,sim

R,1,2.89,1.85,0.48,15,1129205260,sim

R,2,8.72,8.07,3.98,15,1129205260,sim

R,1,3.52,2.7,-0.04,15,1129205260,sim

R,2,8.28,7.94,3.84,15,1129205260,sim

R,1,4.15,3.55,0.48,15,1129205261,sim

R,2,7.84,7.81,3.7,15,1129205261,sim

R,1,4.78,4.4,1,15,1129205261,sim

R,2,7.4,7.68,3.56,15,1129205261,sim

R,1,5.41,5.25,1.52,15,1129205262,sim

R,2,6.96,7.55,3.42,15,1129205262,sim

R,1,6.04,6.1,2.04,15,1129205262,sim

R,2,6.52,7.42,3.28,15,1129205262,sim

R,1,6.67,6.95,2.56,15,1129205263,sim

R,2,6.08,7.29,3.14,15,1129205263,sim

R,1,7.3,7.8,3.08,15,1129205263,sim

R,2,5.64,7.16,3,15,1129205263,sim

R,1,7.93,8.65,3.6,15,1129205264,sim

R,2,5.2,7.03,2.86,15,1129205264,sim

R,1,8.56,9.5,4.12,15,1129205264,sim

R,2,4.76,6.9,2.72,15,1129205264,sim

R,1,9.19,10.35,4.64,15,1129205265,sim

R,2,4.32,6.77,2.58,15,1129205265,sim

R,1,8.56,11.2,5.16,15,1129205265,sim

R,2,3.88,6.64,2.44,15,1129205265,sim

R,1,7.93,10.35,5.68,15,1129205266,sim

R,2,3.44,6.51,2.3,15,1129205266,sim

R,1,7.3,9.5,6.2,15,1129205266,sim

R,2,3,6.38,2.16,15,1129205266,sim

R,1,6.67,8.65,5.68,15,1129205267,sim

R,2,2.56,6.25,2.02,15,1129205267,sim

R,1,6.04,7.8,5.16,15,1129205267,sim

R,2,2.12,6.12,1.88,15,1129205267,sim

R,1,5.41,6.95,4.64,15,1129205268,sim

R,2,1.68,5.99,1.74,15,1129205268,sim

R,1,4.78,6.1,4.12,15,1129205268,sim

R,2,1.24,5.86,1.6,15,1129205268,sim

R,1,4.15,5.25,3.6,15,1129205269,sim

R,2,0.8,5.73,1.46,15,1129205269,sim

R,1,3.52,4.4,3.08,15,1129205269,sim

R,2,0.36,5.6,1.32,15,1129205269,sim

